x_num,x_den,y_num,y_den,x_float,y_float
6,1,52,5,6.0,10.4
34,5,49,5,6.8,9.8
37,5,9,1,7.4,9.0
17,5,11,1,3.4,11.0
22,5,11,1,4.4,11.0
12,5,11,1,2.4,11.0
7,5,11,1,1.4,11.0
2,5,11,1,0.4,11.0
-4,5,11,1,-0.8,11.0
-8,5,52,5,-1.6,10.4
18,5,11,1,3.6,11.0
13,5,11,1,2.6,11.0
23,5,11,1,4.6,11.0
8,5,11,1,1.6,11.0
3,5,11,1,0.6,11.0
17,5,58,5,3.4,11.6
22,5,58,5,4.4,11.6
12,5,58,5,2.4,11.6
7,5,58,5,1.4,11.6
2,5,58,5,0.4,11.6
-2,5,11,1,-0.4,11.0
-6,5,52,5,-1.2,10.4
3,1,59,5,3.0,11.8
2,1,59,5,2.0,11.8
4,1,59,5,4.0,11.8
1,1,59,5,1.0,11.8
9,5,11,1,1.8,11.0
14,5,11,1,2.8,11.0
4,5,11,1,0.8,11.0
19,5,11,1,3.8,11.0
24,5,11,1,4.8,11.0
18,5,58,5,3.6,11.6
13,5,58,5,2.6,11.6
8,5,58,5,1.6,11.6
23,5,58,5,4.6,11.6
27,5,11,1,5.4,11.0
31,5,52,5,6.2,10.4
7,1,49,5,7.0,9.8
32,5,53,5,6.4,10.6
-3,5,10,1,-0.6,10.0
-7,5,47,5,-1.4,9.4
-2,1,43,5,-2.0,8.6
-4,5,51,5,-0.8,10.2
0,1,54,5,0.0,10.8
-8,5,48,5,-1.6,9.6
-11,5,44,5,-2.2,8.8
-14,5,8,1,-2.8,8.0
3,5,58,5,0.6,11.6
-1,5,11,1,-0.2,11.0
-1,1,52,5,-1.0,10.4
-9,5,49,5,-1.8,9.8
-12,5,9,1,-2.4,9.0
-8,5,10,1,-1.6,10.0
6,1,53,5,6.0,10.6
34,5,10,1,6.8,10.0
31,5,54,5,6.2,10.8
28,5,58,5,5.6,11.6
38,5,47,5,7.6,9.4
7,1,51,5,7.0,10.2
32,5,11,1,6.4,11.0
33,5,10,1,6.6,10.0
6,1,54,5,6.0,10.8
34,5,51,5,6.8,10.2
27,5,58,5,5.4,11.6
31,5,11,1,6.2,11.0
38,5,48,5,7.6,9.6
7,1,52,5,7.0,10.4
29,5,11,1,5.8,11.0
33,5,52,5,6.6,10.4
-2,1,49,5,-2.0,9.8
-7,5,53,5,-1.4,10.6
-1,1,53,5,-1.0,10.6
-9,5,10,1,-1.8,10.0
-6,5,54,5,-1.2,10.8
-3,5,58,5,-0.6,11.6
-13,5,47,5,-2.6,9.4
-2,1,51,5,-2.0,10.2
-7,5,11,1,-1.4,11.0
-1,1,54,5,-1.0,10.8
-2,5,58,5,-0.4,11.6
-9,5,51,5,-1.8,10.2
-6,5,11,1,-1.2,11.0
-13,5,48,5,-2.6,9.6
-2,1,52,5,-2.0,10.4
5,1,10,1,5.0,10.0
4,1,10,1,4.0,10.0
3,1,10,1,3.0,10.0
2,1,10,1,2.0,10.0
1,1,10,1,1.0,10.0
0,1,10,1,0.0,10.0
11,5,53,5,2.2,10.6
16,5,53,5,3.2,10.6
6,5,53,5,1.2,10.6
1,5,53,5,0.2,10.6
-4,5,53,5,-0.8,10.6
21,5,53,5,4.2,10.6
26,5,53,5,5.2,10.6
17,5,56,5,3.4,11.2
22,5,56,5,4.4,11.2
12,5,56,5,2.4,11.2
7,5,56,5,1.4,11.2
2,5,56,5,0.4,11.2
-3,5,56,5,-0.6,11.2
17,5,54,5,3.4,10.8
22,5,54,5,4.4,10.8
12,5,54,5,2.4,10.8
7,5,54,5,1.4,10.8
2,5,54,5,0.4,10.8
-3,5,54,5,-0.6,10.8
28,5,54,5,5.6,10.8
23,5,54,5,4.6,10.8
18,5,54,5,3.6,10.8
13,5,54,5,2.6,10.8
8,5,54,5,1.6,10.8
3,5,54,5,0.6,10.8
18,5,57,5,3.6,11.4
13,5,57,5,2.6,11.4
8,5,57,5,1.6,11.4
3,5,57,5,0.6,11.4
-2,5,57,5,-0.4,11.4
9,5,53,5,1.8,10.6
14,5,53,5,2.8,10.6
4,5,53,5,0.8,10.6
19,5,53,5,3.8,10.6
24,5,53,5,4.8,10.6
29,5,53,5,5.8,10.6
11,5,57,5,2.2,11.4
16,5,57,5,3.2,11.4
6,5,57,5,1.2,11.4
1,5,57,5,0.2,11.4
21,5,57,5,4.2,11.4
26,5,57,5,5.2,11.4
17,5,57,5,3.4,11.4
22,5,57,5,4.4,11.4
12,5,57,5,2.4,11.4
7,5,57,5,1.4,11.4
27,5,57,5,5.4,11.4
28,5,56,5,5.6,11.2
23,5,56,5,4.6,11.2
18,5,56,5,3.6,11.2
13,5,56,5,2.6,11.2
8,5,56,5,1.6,11.2
9,5,57,5,1.8,11.4
14,5,57,5,2.8,11.4
4,5,57,5,0.8,11.4
-1,5,57,5,-0.2,11.4
19,5,57,5,3.8,11.4
24,5,57,5,4.8,11.4
3,5,56,5,0.6,11.2
-1,5,53,5,-0.2,10.6
-6,5,53,5,-1.2,10.6
-2,5,56,5,-0.4,11.2
-4,5,57,5,-0.8,11.4
31,5,53,5,6.2,10.6
27,5,56,5,5.4,11.2
32,5,56,5,6.4,11.2
-7,5,56,5,-1.4,11.2
23,5,57,5,4.6,11.4
28,5,57,5,5.6,11.4
27,5,54,5,5.4,10.8
32,5,54,5,6.4,10.8
31,5,51,5,6.2,10.2
29,5,57,5,5.8,11.4
2,5,57,5,0.4,11.4
-3,5,57,5,-0.6,11.4
-2,5,54,5,-0.4,10.8
-6,5,51,5,-1.2,10.2
-7,5,54,5,-1.4,10.8
-11,5,51,5,-2.2,10.2
36,5,51,5,7.2,10.2
5,1,56,5,5.0,11.2
4,1,56,5,4.0,11.2
3,1,56,5,3.0,11.2
2,1,56,5,2.0,11.2
1,1,56,5,1.0,11.2
0,1,56,5,0.0,11.2
11,5,59,5,2.2,11.8
16,5,59,5,3.2,11.8
6,5,59,5,1.2,11.8
1,5,59,5,0.2,11.8
21,5,59,5,4.2,11.8
26,5,59,5,5.2,11.8
6,1,56,5,6.0,11.2
-4,5,59,5,-0.8,11.8
9,5,59,5,1.8,11.8
14,5,59,5,2.8,11.8
4,5,59,5,0.8,11.8
19,5,59,5,3.8,11.8
24,5,59,5,4.8,11.8
-1,5,59,5,-0.2,11.8
-1,1,56,5,-1.0,11.2
29,5,59,5,5.8,11.8
5,1,62,5,5.0,12.4
4,1,62,5,4.0,12.4
3,1,62,5,3.0,12.4
2,1,62,5,2.0,12.4
1,1,62,5,1.0,12.4
0,1,62,5,0.0,12.4
5,1,58,5,5.0,11.6
4,1,58,5,4.0,11.6
3,1,58,5,3.0,11.6
2,1,58,5,2.0,11.6
1,1,58,5,1.0,11.6
0,1,58,5,0.0,11.6
11,5,61,5,2.2,12.2
16,5,61,5,3.2,12.2
6,5,61,5,1.2,12.2
1,5,61,5,0.2,12.2
21,5,61,5,4.2,12.2
26,5,61,5,5.2,12.2
9,5,61,5,1.8,12.2
14,5,61,5,2.8,12.2
4,5,61,5,0.8,12.2
19,5,61,5,3.8,12.2
24,5,61,5,4.8,12.2
-1,5,61,5,-0.2,12.2
11,5,12,1,2.2,12.0
16,5,12,1,3.2,12.0
6,5,12,1,1.2,12.0
1,5,12,1,0.2,12.0
21,5,12,1,4.2,12.0
7,1,48,5,7.0,9.6
32,5,52,5,6.4,10.4
28,5,11,1,5.6,11.0
29,5,56,5,5.8,11.2
5,1,59,5,5.0,11.8
33,5,53,5,6.6,10.6
36,5,49,5,7.2,9.8
39,5,9,1,7.8,9.0
26,5,12,1,5.2,12.0
6,1,57,5,6.0,11.4
34,5,54,5,6.8,10.8
37,5,10,1,7.4,10.0
17,5,12,1,3.4,12.0
22,5,12,1,4.4,12.0
12,5,12,1,2.4,12.0
7,5,12,1,1.4,12.0
2,5,12,1,0.4,12.0
-4,5,12,1,-0.8,12.0
-8,5,57,5,-1.6,11.4
18,5,12,1,3.6,12.0
13,5,12,1,2.6,12.0
23,5,12,1,4.6,12.0
8,5,12,1,1.6,12.0
3,5,12,1,0.6,12.0
17,5,63,5,3.4,12.6
22,5,63,5,4.4,12.6
12,5,63,5,2.4,12.6
7,5,63,5,1.4,12.6
2,5,63,5,0.4,12.6
-2,5,12,1,-0.4,12.0
-6,5,57,5,-1.2,11.4
3,1,64,5,3.0,12.8
2,1,64,5,2.0,12.8
4,1,64,5,4.0,12.8
1,1,64,5,1.0,12.8
9,5,12,1,1.8,12.0
14,5,12,1,2.8,12.0
4,5,12,1,0.8,12.0
19,5,12,1,3.8,12.0
24,5,12,1,4.8,12.0
18,5,63,5,3.6,12.6
13,5,63,5,2.6,12.6
8,5,63,5,1.6,12.6
23,5,63,5,4.6,12.6
27,5,12,1,5.4,12.0
31,5,57,5,6.2,11.4
7,1,54,5,7.0,10.8
32,5,58,5,6.4,11.6
-3,5,11,1,-0.6,11.0
-7,5,52,5,-1.4,10.4
-2,1,48,5,-2.0,9.6
-4,5,56,5,-0.8,11.2
0,1,59,5,0.0,11.8
-8,5,53,5,-1.6,10.6
-11,5,49,5,-2.2,9.8
-14,5,9,1,-2.8,9.0
3,5,63,5,0.6,12.6
-1,5,12,1,-0.2,12.0
-1,1,57,5,-1.0,11.4
-9,5,54,5,-1.8,10.8
-12,5,10,1,-2.4,10.0
-8,5,11,1,-1.6,11.0
6,1,58,5,6.0,11.6
34,5,11,1,6.8,11.0
31,5,59,5,6.2,11.8
28,5,63,5,5.6,12.6
38,5,52,5,7.6,10.4
7,1,56,5,7.0,11.2
32,5,12,1,6.4,12.0
33,5,11,1,6.6,11.0
-2,1,54,5,-2.0,10.8
-7,5,58,5,-1.4,11.6
-1,1,58,5,-1.0,11.6
-1,1,59,5,-1.0,11.8
-2,5,63,5,-0.4,12.6
-9,5,56,5,-1.8,11.2
-6,5,12,1,-1.2,12.0
-13,5,53,5,-2.6,10.6
-2,1,57,5,-2.0,11.4
29,5,12,1,5.8,12.0
33,5,57,5,6.6,11.4
-9,5,11,1,-1.8,11.0
-13,5,52,5,-2.6,10.4
-6,5,59,5,-1.2,11.8
-2,1,56,5,-2.0,11.2
-3,5,63,5,-0.6,12.6
-7,5,12,1,-1.4,12.0
6,1,59,5,6.0,11.8
34,5,56,5,6.8,11.2
27,5,63,5,5.4,12.6
31,5,12,1,6.2,12.0
38,5,53,5,7.6,10.6
7,1,57,5,7.0,11.4
3,1,-1,1,3.0,-1.0
4,1,-1,1,4.0,-1.0
2,1,-1,1,2.0,-1.0
5,1,-1,1,5.0,-1.0
1,1,-1,1,1.0,-1.0
0,1,-1,1,0.0,-1.0
11,5,-8,5,2.2,-1.6
6,5,-8,5,1.2,-1.6
1,5,-8,5,0.2,-1.6
-4,5,-8,5,-0.8,-1.6
16,5,-8,5,3.2,-1.6
21,5,-8,5,4.2,-1.6
22,5,-9,5,4.4,-1.8
17,5,-9,5,3.4,-1.8
12,5,-9,5,2.4,-1.8
7,5,-9,5,1.4,-1.8
2,5,-9,5,0.4,-1.8
-3,5,-9,5,-0.6,-1.8
3,5,-12,5,0.6,-2.4
-2,5,-12,5,-0.4,-2.4
8,5,-12,5,1.6,-2.4
13,5,-12,5,2.6,-2.4
18,5,-12,5,3.6,-2.4
3,5,-9,5,0.6,-1.8
8,5,-9,5,1.6,-1.8
13,5,-9,5,2.6,-1.8
18,5,-9,5,3.6,-1.8
23,5,-9,5,4.6,-1.8
28,5,-9,5,5.6,-1.8
14,5,-8,5,2.8,-1.6
9,5,-8,5,1.8,-1.6
4,5,-8,5,0.8,-1.6
19,5,-8,5,3.8,-1.6
24,5,-8,5,4.8,-1.6
29,5,-8,5,5.8,-1.6
11,5,-12,5,2.2,-2.4
6,5,-12,5,1.2,-2.4
1,5,-12,5,0.2,-2.4
16,5,-12,5,3.2,-2.4
21,5,-12,5,4.2,-2.4
26,5,-12,5,5.2,-2.4
22,5,-12,5,4.4,-2.4
17,5,-12,5,3.4,-2.4
12,5,-12,5,2.4,-2.4
7,5,-12,5,1.4,-2.4
27,5,-12,5,5.4,-2.4
14,5,-12,5,2.8,-2.4
9,5,-12,5,1.8,-2.4
4,5,-12,5,0.8,-2.4
-1,5,-12,5,-0.2,-2.4
19,5,-12,5,3.8,-2.4
24,5,-12,5,4.8,-2.4
-1,5,-8,5,-0.2,-1.6
3,5,-11,5,0.6,-2.2
8,5,-11,5,1.6,-2.2
13,5,-11,5,2.6,-2.2
18,5,-11,5,3.6,-2.2
23,5,-11,5,4.6,-2.2
28,5,-11,5,5.6,-2.2
-2,5,-11,5,-0.4,-2.2
-6,5,-8,5,-1.2,-1.6
17,5,-11,5,3.4,-2.2
12,5,-11,5,2.4,-2.2
7,5,-11,5,1.4,-2.2
2,5,-11,5,0.4,-2.2
-3,5,-11,5,-0.6,-2.2
22,5,-11,5,4.4,-2.2
26,5,-8,5,5.2,-1.6
31,5,-8,5,6.2,-1.6
27,5,-11,5,5.4,-2.2
-7,5,-11,5,-1.4,-2.2
23,5,-12,5,4.6,-2.4
28,5,-12,5,5.6,-2.4
-4,5,-12,5,-0.8,-2.4
29,5,-12,5,5.8,-2.4
2,5,-12,5,0.4,-2.4
-2,5,-9,5,-0.4,-1.8
32,5,-11,5,6.4,-2.2
-6,5,-6,5,-1.2,-1.2
-3,5,-12,5,-0.6,-2.4
-7,5,-9,5,-1.4,-1.8
27,5,-9,5,5.4,-1.8
31,5,-6,5,6.2,-1.2
32,5,-9,5,6.4,-1.8
36,5,-6,5,7.2,-1.2
-11,5,-6,5,-2.2,-1.2
11,5,-3,1,2.2,-3.0
6,5,-3,1,1.2,-3.0
1,5,-3,1,0.2,-3.0
16,5,-3,1,3.2,-3.0
21,5,-3,1,4.2,-3.0
3,1,-13,5,3.0,-2.6
4,1,-13,5,4.0,-2.6
2,1,-13,5,2.0,-2.6
5,1,-13,5,5.0,-2.6
1,1,-13,5,1.0,-2.6
0,1,-13,5,0.0,-2.6
11,5,-16,5,2.2,-3.2
6,5,-16,5,1.2,-3.2
1,5,-16,5,0.2,-3.2
16,5,-16,5,3.2,-3.2
21,5,-16,5,4.2,-3.2
14,5,-16,5,2.8,-3.2
9,5,-16,5,1.8,-3.2
4,5,-16,5,0.8,-3.2
19,5,-16,5,3.8,-3.2
24,5,-16,5,4.8,-3.2
-1,5,-16,5,-0.2,-3.2
26,5,-16,5,5.2,-3.2
3,1,-11,5,3.0,-2.2
4,1,-11,5,4.0,-2.2
2,1,-11,5,2.0,-2.2
5,1,-11,5,5.0,-2.2
1,1,-11,5,1.0,-2.2
0,1,-11,5,0.0,-2.2
11,5,-14,5,2.2,-2.8
6,5,-14,5,1.2,-2.8
1,5,-14,5,0.2,-2.8
16,5,-14,5,3.2,-2.8
21,5,-14,5,4.2,-2.8
14,5,-14,5,2.8,-2.8
9,5,-14,5,1.8,-2.8
4,5,-14,5,0.8,-2.8
19,5,-14,5,3.8,-2.8
24,5,-14,5,4.8,-2.8
-1,5,-14,5,-0.2,-2.8
-1,1,-11,5,-1.0,-2.2
26,5,-14,5,5.2,-2.8
6,1,-11,5,6.0,-2.2
-4,5,-14,5,-0.8,-2.8
29,5,-14,5,5.8,-2.8
22,5,-3,1,4.4,-3.0
17,5,-3,1,3.4,-3.0
12,5,-3,1,2.4,-3.0
7,5,-3,1,1.4,-3.0
2,5,-3,1,0.4,-3.0
3,1,-17,5,3.0,-3.4
4,1,-17,5,4.0,-3.4
2,1,-17,5,2.0,-3.4
5,1,-17,5,5.0,-3.4
1,1,-17,5,1.0,-3.4
0,1,-17,5,0.0,-3.4
3,5,-3,1,0.6,-3.0
8,5,-3,1,1.6,-3.0
13,5,-3,1,2.6,-3.0
18,5,-3,1,3.6,-3.0
23,5,-3,1,4.6,-3.0
17,5,-18,5,3.4,-3.6
12,5,-18,5,2.4,-3.6
7,5,-18,5,1.4,-3.6
2,5,-18,5,0.4,-3.6
-2,5,-3,1,-0.4,-3.0
-6,5,-12,5,-1.2,-2.4
3,1,-19,5,3.0,-3.8
4,1,-19,5,4.0,-3.8
2,1,-19,5,2.0,-3.8
1,1,-19,5,1.0,-3.8
14,5,-3,1,2.8,-3.0
9,5,-3,1,1.8,-3.0
4,5,-3,1,0.8,-3.0
19,5,-3,1,3.8,-3.0
24,5,-3,1,4.8,-3.0
18,5,-18,5,3.6,-3.6
13,5,-18,5,2.6,-3.6
8,5,-18,5,1.6,-3.6
23,5,-18,5,4.6,-3.6
27,5,-3,1,5.4,-3.0
31,5,-12,5,6.2,-2.4
-2,1,-9,5,-2.0,-1.8
-2,1,-3,5,-2.0,-0.6
-7,5,-7,5,-1.4,-1.4
-3,5,-2,1,-0.6,-2.0
-7,5,-13,5,-1.4,-2.6
-4,5,-11,5,-0.8,-2.2
0,1,-14,5,0.0,-2.8
-8,5,-8,5,-1.6,-1.6
-11,5,-4,5,-2.2,-0.8
-14,5,0,1,-2.8,0.0
3,5,-18,5,0.6,-3.6
-1,5,-3,1,-0.2,-3.0
-1,1,-12,5,-1.0,-2.4
-9,5,-9,5,-1.8,-1.8
-12,5,-1,1,-2.4,-1.0
-8,5,-2,1,-1.6,-2.0
-1,1,-13,5,-1.0,-2.6
-1,1,-14,5,-1.0,-2.8
-2,5,-18,5,-0.4,-3.6
-9,5,-11,5,-1.8,-2.2
-6,5,-3,1,-1.2,-3.0
-13,5,-8,5,-2.6,-1.6
-2,1,-12,5,-2.0,-2.4
28,5,-2,1,5.6,-2.0
32,5,-7,5,6.4,-1.4
7,1,-3,5,7.0,-0.6
36,5,-4,5,7.2,-0.8
39,5,0,1,7.8,0.0
33,5,-8,5,6.6,-1.6
29,5,-11,5,5.8,-2.2
5,1,-14,5,5.0,-2.8
22,5,-18,5,4.4,-3.6
26,5,-3,1,5.2,-3.0
6,1,-12,5,6.0,-2.4
34,5,-9,5,6.8,-1.8
37,5,-1,1,7.4,-1.0
33,5,-2,1,6.6,-2.0
7,1,-9,5,7.0,-1.8
32,5,-13,5,6.4,-2.6
-4,5,-3,1,-0.8,-3.0
-8,5,-12,5,-1.6,-2.4
29,5,-3,1,5.8,-3.0
33,5,-12,5,6.6,-2.4
-9,5,-2,1,-1.8,-2.0
-13,5,-7,5,-2.6,-1.4
-6,5,-14,5,-1.2,-2.8
-2,1,-11,5,-2.0,-2.2
-3,5,-18,5,-0.6,-3.6
-7,5,-3,1,-1.4,-3.0
6,1,-13,5,6.0,-2.6
34,5,-2,1,6.8,-2.0
31,5,-14,5,6.2,-2.8
28,5,-18,5,5.6,-3.6
38,5,-7,5,7.6,-1.4
7,1,-11,5,7.0,-2.2
32,5,-3,1,6.4,-3.0
6,1,-14,5,6.0,-2.8
34,5,-11,5,6.8,-2.2
27,5,-18,5,5.4,-3.6
31,5,-3,1,6.2,-3.0
38,5,-8,5,7.6,-1.6
7,1,-12,5,7.0,-2.4
3,1,-2,1,3.0,-2.0
4,1,-2,1,4.0,-2.0
2,1,-2,1,2.0,-2.0
5,1,-2,1,5.0,-2.0
1,1,-2,1,1.0,-2.0
0,1,-2,1,0.0,-2.0
11,5,-13,5,2.2,-2.6
6,5,-13,5,1.2,-2.6
1,5,-13,5,0.2,-2.6
-4,5,-13,5,-0.8,-2.6
16,5,-13,5,3.2,-2.6
21,5,-13,5,4.2,-2.6
22,5,-14,5,4.4,-2.8
17,5,-14,5,3.4,-2.8
12,5,-14,5,2.4,-2.8
7,5,-14,5,1.4,-2.8
2,5,-14,5,0.4,-2.8
-3,5,-14,5,-0.6,-2.8
3,5,-17,5,0.6,-3.4
-2,5,-17,5,-0.4,-3.4
8,5,-17,5,1.6,-3.4
13,5,-17,5,2.6,-3.4
18,5,-17,5,3.6,-3.4
3,5,-14,5,0.6,-2.8
8,5,-14,5,1.6,-2.8
13,5,-14,5,2.6,-2.8
18,5,-14,5,3.6,-2.8
23,5,-14,5,4.6,-2.8
28,5,-14,5,5.6,-2.8
14,5,-13,5,2.8,-2.6
9,5,-13,5,1.8,-2.6
4,5,-13,5,0.8,-2.6
19,5,-13,5,3.8,-2.6
24,5,-13,5,4.8,-2.6
29,5,-13,5,5.8,-2.6
11,5,-17,5,2.2,-3.4
6,5,-17,5,1.2,-3.4
1,5,-17,5,0.2,-3.4
16,5,-17,5,3.2,-3.4
21,5,-17,5,4.2,-3.4
26,5,-17,5,5.2,-3.4
22,5,-17,5,4.4,-3.4
17,5,-17,5,3.4,-3.4
12,5,-17,5,2.4,-3.4
7,5,-17,5,1.4,-3.4
27,5,-17,5,5.4,-3.4
14,5,-17,5,2.8,-3.4
9,5,-17,5,1.8,-3.4
4,5,-17,5,0.8,-3.4
-1,5,-17,5,-0.2,-3.4
19,5,-17,5,3.8,-3.4
24,5,-17,5,4.8,-3.4
-1,5,-13,5,-0.2,-2.6
3,5,-16,5,0.6,-3.2
8,5,-16,5,1.6,-3.2
13,5,-16,5,2.6,-3.2
18,5,-16,5,3.6,-3.2
23,5,-16,5,4.6,-3.2
28,5,-16,5,5.6,-3.2
-2,5,-16,5,-0.4,-3.2
-6,5,-13,5,-1.2,-2.6
17,5,-16,5,3.4,-3.2
12,5,-16,5,2.4,-3.2
7,5,-16,5,1.4,-3.2
2,5,-16,5,0.4,-3.2
-3,5,-16,5,-0.6,-3.2
22,5,-16,5,4.4,-3.2
26,5,-13,5,5.2,-2.6
31,5,-13,5,6.2,-2.6
27,5,-16,5,5.4,-3.2
-7,5,-16,5,-1.4,-3.2
23,5,-17,5,4.6,-3.4
28,5,-17,5,5.6,-3.4
-4,5,-17,5,-0.8,-3.4
29,5,-17,5,5.8,-3.4
2,5,-17,5,0.4,-3.4
-2,5,-14,5,-0.4,-2.8
32,5,-16,5,6.4,-3.2
-6,5,-11,5,-1.2,-2.2
-3,5,-17,5,-0.6,-3.4
-7,5,-14,5,-1.4,-2.8
27,5,-14,5,5.4,-2.8
31,5,-11,5,6.2,-2.2
32,5,-14,5,6.4,-2.8
36,5,-11,5,7.2,-2.2
-11,5,-11,5,-2.2,-2.2
11,5,-4,1,2.2,-4.0
6,5,-4,1,1.2,-4.0
1,5,-4,1,0.2,-4.0
16,5,-4,1,3.2,-4.0
21,5,-4,1,4.2,-4.0
3,1,-16,5,3.0,-3.2
4,1,-16,5,4.0,-3.2
2,1,-16,5,2.0,-3.2
5,1,-16,5,5.0,-3.2
1,1,-16,5,1.0,-3.2
0,1,-16,5,0.0,-3.2
11,5,-19,5,2.2,-3.8
6,5,-19,5,1.2,-3.8
1,5,-19,5,0.2,-3.8
16,5,-19,5,3.2,-3.8
21,5,-19,5,4.2,-3.8
14,5,-19,5,2.8,-3.8
9,5,-19,5,1.8,-3.8
4,5,-19,5,0.8,-3.8
19,5,-19,5,3.8,-3.8
24,5,-19,5,4.8,-3.8
-1,5,-19,5,-0.2,-3.8
-1,1,-16,5,-1.0,-3.2
26,5,-19,5,5.2,-3.8
6,1,-16,5,6.0,-3.2
-4,5,-19,5,-0.8,-3.8
29,5,-19,5,5.8,-3.8
22,5,-4,1,4.4,-4.0
17,5,-4,1,3.4,-4.0
12,5,-4,1,2.4,-4.0
7,5,-4,1,1.4,-4.0
2,5,-4,1,0.4,-4.0
3,1,-18,5,3.0,-3.6
4,1,-18,5,4.0,-3.6
2,1,-18,5,2.0,-3.6
5,1,-18,5,5.0,-3.6
1,1,-18,5,1.0,-3.6
0,1,-18,5,0.0,-3.6
11,5,-21,5,2.2,-4.2
6,5,-21,5,1.2,-4.2
1,5,-21,5,0.2,-4.2
16,5,-21,5,3.2,-4.2
21,5,-21,5,4.2,-4.2
14,5,-21,5,2.8,-4.2
9,5,-21,5,1.8,-4.2
4,5,-21,5,0.8,-4.2
19,5,-21,5,3.8,-4.2
24,5,-21,5,4.8,-4.2
-1,5,-21,5,-0.2,-4.2
26,5,-21,5,5.2,-4.2
3,1,-22,5,3.0,-4.4
4,1,-22,5,4.0,-4.4
2,1,-22,5,2.0,-4.4
5,1,-22,5,5.0,-4.4
1,1,-22,5,1.0,-4.4
0,1,-22,5,0.0,-4.4
3,5,-4,1,0.6,-4.0
8,5,-4,1,1.6,-4.0
13,5,-4,1,2.6,-4.0
18,5,-4,1,3.6,-4.0
23,5,-4,1,4.6,-4.0
17,5,-23,5,3.4,-4.6
12,5,-23,5,2.4,-4.6
7,5,-23,5,1.4,-4.6
2,5,-23,5,0.4,-4.6
-2,5,-4,1,-0.4,-4.0
-6,5,-17,5,-1.2,-3.4
3,1,-24,5,3.0,-4.8
4,1,-24,5,4.0,-4.8
2,1,-24,5,2.0,-4.8
1,1,-24,5,1.0,-4.8
14,5,-4,1,2.8,-4.0
9,5,-4,1,1.8,-4.0
4,5,-4,1,0.8,-4.0
19,5,-4,1,3.8,-4.0
24,5,-4,1,4.8,-4.0
18,5,-23,5,3.6,-4.6
13,5,-23,5,2.6,-4.6
8,5,-23,5,1.6,-4.6
23,5,-23,5,4.6,-4.6
27,5,-4,1,5.4,-4.0
31,5,-17,5,6.2,-3.4
-2,1,-8,5,-2.0,-1.6
-7,5,-12,5,-1.4,-2.4
-3,5,-3,1,-0.6,-3.0
-4,5,-16,5,-0.8,-3.2
0,1,-19,5,0.0,-3.8
-8,5,-13,5,-1.6,-2.6
-11,5,-9,5,-2.2,-1.8
-14,5,-1,1,-2.8,-1.0
3,5,-23,5,0.6,-4.6
-1,5,-4,1,-0.2,-4.0
-1,1,-17,5,-1.0,-3.4
-9,5,-14,5,-1.8,-2.8
-12,5,-2,1,-2.4,-2.0
-8,5,-3,1,-1.6,-3.0
-2,1,-14,5,-2.0,-2.8
-7,5,-18,5,-1.4,-3.6
-1,1,-18,5,-1.0,-3.6
-1,1,-19,5,-1.0,-3.8
-2,5,-23,5,-0.4,-4.6
-9,5,-16,5,-1.8,-3.2
-6,5,-4,1,-1.2,-4.0
-13,5,-13,5,-2.6,-2.6
-2,1,-17,5,-2.0,-3.4
28,5,-3,1,5.6,-3.0
32,5,-12,5,6.4,-2.4
7,1,-8,5,7.0,-1.6
36,5,-9,5,7.2,-1.8
39,5,-1,1,7.8,-1.0
33,5,-13,5,6.6,-2.6
29,5,-16,5,5.8,-3.2
5,1,-19,5,5.0,-3.8
22,5,-23,5,4.4,-4.6
26,5,-4,1,5.2,-4.0
6,1,-17,5,6.0,-3.4
34,5,-14,5,6.8,-2.8
37,5,-2,1,7.4,-2.0
33,5,-3,1,6.6,-3.0
7,1,-14,5,7.0,-2.8
32,5,-18,5,6.4,-3.6
-4,5,-4,1,-0.8,-4.0
-8,5,-17,5,-1.6,-3.4
29,5,-4,1,5.8,-4.0
33,5,-17,5,6.6,-3.4
-9,5,-3,1,-1.8,-3.0
-13,5,-12,5,-2.6,-2.4
-6,5,-19,5,-1.2,-3.8
-2,1,-16,5,-2.0,-3.2
-3,5,-23,5,-0.6,-4.6
-7,5,-4,1,-1.4,-4.0
6,1,-18,5,6.0,-3.6
34,5,-3,1,6.8,-3.0
31,5,-19,5,6.2,-3.8
28,5,-23,5,5.6,-4.6
38,5,-12,5,7.6,-2.4
7,1,-16,5,7.0,-3.2
32,5,-4,1,6.4,-4.0
6,1,-19,5,6.0,-3.8
34,5,-16,5,6.8,-3.2
27,5,-23,5,5.4,-4.6
31,5,-4,1,6.2,-4.0
38,5,-13,5,7.6,-2.6
7,1,-17,5,7.0,-3.4
3,1,-3,1,3.0,-3.0
4,1,-3,1,4.0,-3.0
2,1,-3,1,2.0,-3.0
5,1,-3,1,5.0,-3.0
1,1,-3,1,1.0,-3.0
0,1,-3,1,0.0,-3.0
11,5,-18,5,2.2,-3.6
6,5,-18,5,1.2,-3.6
1,5,-18,5,0.2,-3.6
-4,5,-18,5,-0.8,-3.6
16,5,-18,5,3.2,-3.6
21,5,-18,5,4.2,-3.6
22,5,-19,5,4.4,-3.8
17,5,-19,5,3.4,-3.8
12,5,-19,5,2.4,-3.8
7,5,-19,5,1.4,-3.8
2,5,-19,5,0.4,-3.8
